platform,category,amount,transaction_type,location,hour,is_peak,is_urban,fee,speed_seconds,success,flagged
NBC Bank,bank,161800.0,Salary Payment,Tanga,10,0,0,1000,29,1,0
NBC Bank,bank,507200.0,Salary Payment,Dar es Salaam,11,0,1,2232,29,1,0
Mixx by Yas,mobile,313900.0,Salary Payment,Zanzibar,3,0,0,2135,20,1,0
NBC Bank,bank,40400.0,Airtime/Bundles,Mbeya,7,1,0,1000,30,1,0
M-PESA,mobile,60600.0,Mobile Money Transfer,Zanzibar,11,0,0,400,16,0,0
Bank Transfers (TIPS/EFT),bank,51900.0,Bill Payment,Kigoma,7,1,0,1500,49,1,0
NMB Bank,bank,57800.0,Airtime/Bundles,Arusha,5,0,1,1000,29,1,0
M-PESA,mobile,42600.0,Merchant Payment,Arusha,3,0,1,281,16,0,0
Airtel Money,mobile,119300.0,Bank Transfer,Dodoma,23,0,0,835,22,1,0
Airtel Money,mobile,51400.0,Mobile Money Transfer,Tanga,8,1,0,360,24,1,0
Airtel Money,mobile,15300.0,Salary Payment,Tanga,6,0,0,200,20,1,0
NMB Bank,bank,70000.0,Salary Payment,Arusha,13,1,1,1000,34,0,0
Bank Transfers (TIPS/EFT),bank,31000.0,Bill Payment,Kigoma,18,1,0,1500,47,1,0
TTCL Pesa,mobile,168000.0,Mobile Money Transfer,Dodoma,0,0,0,1260,26,1,0
TTCL Pesa,mobile,107400.0,Merchant Payment,Dar es Salaam,15,0,1,806,25,1,0
NMB Bank,bank,17400.0,Bill Payment,Mbeya,8,1,0,1000,34,1,0
NMB Bank,bank,107100.0,Salary Payment,Mbeya,1,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,386800.0,Bank Transfer,Morogoro,11,0,0,2321,20,1,0
Halo-Pesa,mobile,68400.0,Airtime/Bundles,Mwanza,0,0,1,492,23,1,0
TTCL Pesa,mobile,64200.0,Bill Payment,Dar es Salaam,23,0,1,482,25,1,0
Airtel Money,mobile,128600.0,Bill Payment,Arusha,4,0,1,900,21,1,0
TTCL Pesa,mobile,216600.0,Mobile Money Transfer,Dar es Salaam,17,1,1,1624,24,1,0
NMB Bank,bank,69000.0,Airtime/Bundles,Arusha,23,0,1,1000,29,1,0
Mixx by Yas,mobile,66000.0,Airtime/Bundles,Kigoma,14,0,0,449,19,1,0
NBC Bank,bank,24600.0,Salary Payment,Mbeya,16,0,0,1000,30,1,0
M-PESA,mobile,44500.0,Airtime/Bundles,Tanga,17,1,0,294,21,1,0
Mixx by Yas,mobile,169300.0,Salary Payment,Mbeya,1,0,0,1151,20,1,0
M-PESA,mobile,13600.0,Salary Payment,Kigoma,4,0,0,200,15,1,0
CRDB Bank,bank,15200.0,Bank Transfer,Arusha,18,1,1,1000,31,1,0
NBC Bank,bank,5900.0,Mobile Money Transfer,Tanga,20,1,0,1000,29,1,1
NMB Bank,bank,33300.0,Airtime/Bundles,Dar es Salaam,22,0,1,1000,28,1,0
Airtel Money,mobile,19200.0,Bank Transfer,Mwanza,0,0,1,200,21,1,0
AzamPay/Selcom,aggregator,14400.0,Mobile Money Transfer,Zanzibar,3,0,0,300,22,1,0
Bank Transfers (TIPS/EFT),bank,13400.0,Mobile Money Transfer,Zanzibar,4,0,0,1500,47,1,0
CRDB Bank,bank,32600.0,Bank Transfer,Mbeya,19,1,0,1000,29,1,0
Airtel Money,mobile,7400.0,Airtime/Bundles,Iringa,11,0,0,200,21,1,0
Bank Transfers (TIPS/EFT),bank,28100.0,Salary Payment,Dodoma,6,0,0,1500,45,1,0
M-PESA,mobile,253700.0,Bill Payment,Kigoma,9,0,0,1674,15,1,0
AzamPay/Selcom,aggregator,148300.0,Mobile Money Transfer,Iringa,12,1,0,890,20,0,0
NMB Bank,bank,124300.0,Airtime/Bundles,Dodoma,8,1,0,1000,31,1,0
Mixx by Yas,mobile,95900.0,Airtime/Bundles,Dar es Salaam,12,1,1,652,22,1,0
TTCL Pesa,mobile,186900.0,Bank Transfer,Dar es Salaam,23,0,1,1402,25,1,0
NMB Bank,bank,29600.0,Salary Payment,Mbeya,4,0,0,1000,28,1,0
Halo-Pesa,mobile,89000.0,Bill Payment,Zanzibar,2,0,0,641,23,1,0
NMB Bank,bank,203200.0,Bill Payment,Kigoma,3,0,0,1000,29,1,0
Mixx by Yas,mobile,9700.0,Airtime/Bundles,Dar es Salaam,3,0,1,200,18,1,0
NBC Bank,bank,116000.0,Mobile Money Transfer,Arusha,9,0,1,1000,29,1,0
Airtel Money,mobile,29700.0,Salary Payment,Morogoro,9,0,0,208,21,1,1
AzamPay/Selcom,aggregator,32800.0,Merchant Payment,Morogoro,7,1,0,300,21,1,0
M-PESA,mobile,55000.0,Bank Transfer,Dodoma,15,0,0,363,15,1,0
AzamPay/Selcom,aggregator,12800.0,Mobile Money Transfer,Tanga,22,0,0,300,21,1,0
Airtel Money,mobile,179800.0,Airtime/Bundles,Dar es Salaam,19,1,1,1259,27,1,0
Airtel Money,mobile,49000.0,Bank Transfer,Mbeya,11,0,0,343,22,1,0
Airtel Money,mobile,25300.0,Bill Payment,Mwanza,10,0,1,200,20,1,0
NMB Bank,bank,65400.0,Bank Transfer,Dar es Salaam,9,0,1,1000,28,1,0
CRDB Bank,bank,40900.0,Bank Transfer,Kigoma,9,0,0,1000,27,1,0
CRDB Bank,bank,346100.0,Airtime/Bundles,Mwanza,22,0,1,1384,27,1,0
Airtel Money,mobile,15300.0,Merchant Payment,Iringa,8,1,0,200,22,1,0
Mixx by Yas,mobile,14800.0,Bank Transfer,Zanzibar,7,1,0,200,18,1,0
TTCL Pesa,mobile,197100.0,Salary Payment,Zanzibar,17,1,0,1478,28,1,0
M-PESA,mobile,23600.0,Bank Transfer,Zanzibar,1,0,0,200,16,1,0
NBC Bank,bank,87000.0,Bill Payment,Mwanza,22,0,1,1000,29,1,0
M-PESA,mobile,42300.0,Mobile Money Transfer,Mbeya,12,1,0,279,18,1,0
TTCL Pesa,mobile,5500.0,Bank Transfer,Zanzibar,10,0,0,200,24,1,0
Airtel Money,mobile,19500.0,Bill Payment,Zanzibar,18,1,0,200,25,1,0
TTCL Pesa,mobile,36600.0,Salary Payment,Kigoma,15,0,0,274,25,1,0
Bank Transfers (TIPS/EFT),bank,103100.0,Merchant Payment,Dodoma,16,0,0,1500,45,1,0
NMB Bank,bank,23300.0,Bill Payment,Arusha,19,1,1,1000,32,0,0
TTCL Pesa,mobile,498100.0,Airtime/Bundles,Mbeya,8,1,0,3736,30,1,0
Bank Transfers (TIPS/EFT),bank,335400.0,Salary Payment,Mbeya,15,0,0,1500,47,1,0
Airtel Money,mobile,384500.0,Mobile Money Transfer,Mbeya,20,1,0,2692,25,1,0
M-PESA,mobile,2500.0,Merchant Payment,Mbeya,10,0,0,200,16,1,0
TTCL Pesa,mobile,191600.0,Airtime/Bundles,Morogoro,12,1,0,1437,29,1,0
AzamPay/Selcom,aggregator,148200.0,Merchant Payment,Iringa,2,0,0,889,22,0,0
M-PESA,mobile,15600.0,Mobile Money Transfer,Morogoro,16,0,0,200,16,1,0
CRDB Bank,bank,102300.0,Airtime/Bundles,Dar es Salaam,18,1,1,1000,26,1,0
Halo-Pesa,mobile,17100.0,Bank Transfer,Mwanza,23,0,1,200,23,1,0
Mixx by Yas,mobile,11700.0,Mobile Money Transfer,Dar es Salaam,0,0,1,200,18,1,0
TTCL Pesa,mobile,28300.0,Salary Payment,Mbeya,1,0,0,212,25,1,0
TTCL Pesa,mobile,108100.0,Airtime/Bundles,Zanzibar,19,1,0,811,27,1,0
Airtel Money,mobile,39900.0,Mobile Money Transfer,Arusha,5,0,1,279,20,1,0
Halo-Pesa,mobile,57600.0,Salary Payment,Tanga,8,1,0,415,29,1,0
Bank Transfers (TIPS/EFT),bank,81400.0,Bill Payment,Dodoma,5,0,0,1500,45,1,0
M-PESA,mobile,226800.0,Merchant Payment,Tanga,23,0,0,1497,15,1,0
NMB Bank,bank,63500.0,Salary Payment,Iringa,20,1,0,1000,34,1,0
CRDB Bank,bank,20900.0,Bill Payment,Iringa,4,0,0,1000,26,1,0
NBC Bank,bank,32900.0,Bank Transfer,Mwanza,9,0,1,1000,29,0,0
AzamPay/Selcom,aggregator,14800.0,Bank Transfer,Zanzibar,9,0,0,300,21,1,0
M-PESA,mobile,4400.0,Bank Transfer,Iringa,6,0,0,200,17,1,0
NMB Bank,bank,58200.0,Airtime/Bundles,Morogoro,3,0,0,1000,29,1,0
Halo-Pesa,mobile,66900.0,Merchant Payment,Arusha,14,0,1,482,22,1,0
M-PESA,mobile,19200.0,Airtime/Bundles,Dodoma,18,1,0,200,16,1,0
CRDB Bank,bank,18300.0,Mobile Money Transfer,Iringa,21,0,0,1000,27,1,0
M-PESA,mobile,15100.0,Airtime/Bundles,Morogoro,6,0,0,200,16,1,0
NBC Bank,bank,15400.0,Bank Transfer,Morogoro,14,0,0,1000,30,1,0
Airtel Money,mobile,27600.0,Bank Transfer,Zanzibar,5,0,0,200,21,1,0
NMB Bank,bank,21500.0,Merchant Payment,Dodoma,3,0,0,1000,28,1,0
Mixx by Yas,mobile,142600.0,Merchant Payment,Arusha,13,1,1,970,23,1,0
Halo-Pesa,mobile,137600.0,Airtime/Bundles,Dodoma,11,0,0,991,22,1,0
NBC Bank,bank,58700.0,Mobile Money Transfer,Mwanza,5,0,1,1000,30,1,0
M-PESA,mobile,20800.0,Airtime/Bundles,Dodoma,7,1,0,200,16,1,0
NMB Bank,bank,20400.0,Merchant Payment,Morogoro,13,1,0,1000,32,1,0
CRDB Bank,bank,1101200.0,Airtime/Bundles,Dar es Salaam,7,1,1,4405,25,1,0
AzamPay/Selcom,aggregator,105900.0,Bank Transfer,Morogoro,15,0,0,635,20,1,0
Halo-Pesa,mobile,165900.0,Bill Payment,Mbeya,22,0,0,1194,22,0,0
Airtel Money,mobile,306800.0,Salary Payment,Morogoro,15,0,0,2148,22,1,0
Halo-Pesa,mobile,76200.0,Salary Payment,Morogoro,14,0,0,549,22,1,0
CRDB Bank,bank,110000.0,Bill Payment,Zanzibar,22,0,0,1000,26,1,1
AzamPay/Selcom,aggregator,33500.0,Airtime/Bundles,Mwanza,20,1,1,300,26,1,0
Airtel Money,mobile,6300.0,Bill Payment,Kigoma,6,0,0,200,22,1,0
NMB Bank,bank,11200.0,Salary Payment,Mbeya,10,0,0,1000,29,1,0
Mixx by Yas,mobile,9700.0,Merchant Payment,Dodoma,21,0,0,200,19,1,0
CRDB Bank,bank,7500.0,Airtime/Bundles,Mwanza,1,0,1,1000,25,1,0
CRDB Bank,bank,22300.0,Airtime/Bundles,Kigoma,10,0,0,1000,25,1,0
NMB Bank,bank,20100.0,Salary Payment,Arusha,6,0,1,1000,27,1,0
CRDB Bank,bank,7800.0,Merchant Payment,Dar es Salaam,19,1,1,1000,30,1,0
Halo-Pesa,mobile,4700.0,Bank Transfer,Tanga,3,0,0,200,22,1,0
Airtel Money,mobile,12800.0,Salary Payment,Tanga,4,0,0,200,20,1,0
NBC Bank,bank,15900.0,Salary Payment,Arusha,2,0,1,1000,30,1,0
TTCL Pesa,mobile,18700.0,Mobile Money Transfer,Zanzibar,8,1,0,200,24,1,0
Airtel Money,mobile,24300.0,Bank Transfer,Iringa,2,0,0,200,22,1,0
CRDB Bank,bank,19500.0,Bank Transfer,Zanzibar,5,0,0,1000,26,1,0
NMB Bank,bank,30500.0,Bill Payment,Dar es Salaam,5,0,1,1000,27,1,0
AzamPay/Selcom,aggregator,36200.0,Salary Payment,Tanga,8,1,0,300,21,1,0
Airtel Money,mobile,74200.0,Airtime/Bundles,Dodoma,16,0,0,519,20,1,0
Bank Transfers (TIPS/EFT),bank,86700.0,Merchant Payment,Mbeya,21,0,0,1500,47,1,0
TTCL Pesa,mobile,17200.0,Salary Payment,Kigoma,13,1,0,200,26,1,0
NBC Bank,bank,279800.0,Airtime/Bundles,Zanzibar,17,1,0,1231,34,1,0
Bank Transfers (TIPS/EFT),bank,79100.0,Bank Transfer,Morogoro,10,0,0,1500,45,1,0
NMB Bank,bank,6000.0,Salary Payment,Iringa,4,0,0,1000,28,1,1
CRDB Bank,bank,68400.0,Bill Payment,Dodoma,2,0,0,1000,27,1,0
Halo-Pesa,mobile,79700.0,Bill Payment,Tanga,0,0,0,574,24,1,0
Airtel Money,mobile,32000.0,Bill Payment,Arusha,8,1,1,224,20,1,0
Mixx by Yas,mobile,158400.0,Mobile Money Transfer,Mwanza,9,0,1,1077,20,1,0
NMB Bank,bank,20800.0,Bill Payment,Mwanza,6,0,1,1000,28,1,0
NBC Bank,bank,28100.0,Mobile Money Transfer,Dar es Salaam,0,0,1,1000,28,1,0
NBC Bank,bank,62600.0,Airtime/Bundles,Dodoma,8,1,0,1000,32,1,0
Airtel Money,mobile,44100.0,Merchant Payment,Iringa,23,0,0,309,22,1,0
TTCL Pesa,mobile,79400.0,Merchant Payment,Dar es Salaam,3,0,1,596,25,1,0
AzamPay/Selcom,aggregator,58900.0,Salary Payment,Dodoma,18,1,0,353,24,1,0
CRDB Bank,bank,174900.0,Salary Payment,Zanzibar,13,1,0,1000,27,1,0
NBC Bank,bank,25700.0,Airtime/Bundles,Zanzibar,3,0,0,1000,28,1,0
Halo-Pesa,mobile,7600.0,Merchant Payment,Tanga,13,1,0,200,22,1,0
Mixx by Yas,mobile,16600.0,Salary Payment,Iringa,1,0,0,200,18,1,0
M-PESA,mobile,39000.0,Salary Payment,Tanga,11,0,0,257,15,1,0
Airtel Money,mobile,202200.0,Bill Payment,Arusha,19,1,1,1415,24,1,0
M-PESA,mobile,127500.0,Airtime/Bundles,Kigoma,0,0,0,842,17,1,0
CRDB Bank,bank,11300.0,Bank Transfer,Zanzibar,17,1,0,1000,29,1,0
NMB Bank,bank,7000.0,Bank Transfer,Dodoma,16,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,108100.0,Salary Payment,Arusha,18,1,1,1500,46,1,0
Halo-Pesa,mobile,34700.0,Mobile Money Transfer,Iringa,4,0,0,250,23,1,0
CRDB Bank,bank,272600.0,Bill Payment,Morogoro,6,0,0,1090,26,1,0
Bank Transfers (TIPS/EFT),bank,21400.0,Salary Payment,Tanga,3,0,0,1500,45,1,0
Halo-Pesa,mobile,115900.0,Bill Payment,Arusha,8,1,1,834,25,1,0
AzamPay/Selcom,aggregator,209200.0,Salary Payment,Dodoma,1,0,0,1255,20,1,0
Halo-Pesa,mobile,53200.0,Bill Payment,Morogoro,4,0,0,383,22,1,0
Halo-Pesa,mobile,26100.0,Bill Payment,Dodoma,2,0,0,200,23,1,0
CRDB Bank,bank,254600.0,Airtime/Bundles,Mbeya,8,1,0,1018,32,1,0
AzamPay/Selcom,aggregator,56700.0,Mobile Money Transfer,Iringa,7,1,0,340,24,0,0
NBC Bank,bank,19000.0,Merchant Payment,Iringa,1,0,0,1000,28,1,0
Halo-Pesa,mobile,188300.0,Bank Transfer,Tanga,0,0,0,1356,24,1,0
CRDB Bank,bank,166900.0,Airtime/Bundles,Dodoma,6,0,0,1000,26,1,0
Halo-Pesa,mobile,37300.0,Airtime/Bundles,Kigoma,16,0,0,269,24,1,0
AzamPay/Selcom,aggregator,560700.0,Merchant Payment,Tanga,6,0,0,3364,21,1,0
Halo-Pesa,mobile,24800.0,Bill Payment,Zanzibar,18,1,0,200,22,1,0
CRDB Bank,bank,12600.0,Airtime/Bundles,Zanzibar,23,0,0,1000,26,1,0
NMB Bank,bank,178600.0,Bill Payment,Dar es Salaam,12,1,1,1000,27,0,0
Airtel Money,mobile,111700.0,Airtime/Bundles,Kigoma,21,0,0,782,20,1,0
Mixx by Yas,mobile,3600.0,Mobile Money Transfer,Iringa,9,0,0,200,19,1,0
M-PESA,mobile,173300.0,Bill Payment,Morogoro,11,0,0,1144,17,1,0
NBC Bank,bank,37500.0,Bank Transfer,Mwanza,9,0,1,1000,29,1,0
AzamPay/Selcom,aggregator,6000.0,Merchant Payment,Tanga,7,1,0,300,26,1,0
CRDB Bank,bank,5500.0,Salary Payment,Zanzibar,17,1,0,1000,31,1,0
Mixx by Yas,mobile,59700.0,Salary Payment,Morogoro,1,0,0,406,19,1,0
M-PESA,mobile,14800.0,Merchant Payment,Iringa,22,0,0,200,16,1,0
AzamPay/Selcom,aggregator,380100.0,Mobile Money Transfer,Tanga,2,0,0,2281,21,1,0
M-PESA,mobile,16100.0,Merchant Payment,Iringa,2,0,0,200,16,1,0
Halo-Pesa,mobile,131900.0,Merchant Payment,Iringa,5,0,0,950,22,1,0
M-PESA,mobile,69000.0,Salary Payment,Arusha,14,0,1,455,17,1,0
TTCL Pesa,mobile,185400.0,Bank Transfer,Mbeya,12,1,0,1390,26,1,0
M-PESA,mobile,8900.0,Bill Payment,Dar es Salaam,13,1,1,200,16,1,0
M-PESA,mobile,25400.0,Merchant Payment,Morogoro,9,0,0,200,16,1,0
CRDB Bank,bank,25000.0,Bank Transfer,Arusha,0,0,1,1000,26,1,0
AzamPay/Selcom,aggregator,129700.0,Salary Payment,Kigoma,7,1,0,778,23,1,0
Bank Transfers (TIPS/EFT),bank,42300.0,Salary Payment,Arusha,22,0,1,1500,47,1,0
Halo-Pesa,mobile,70500.0,Airtime/Bundles,Tanga,1,0,0,508,24,1,0
NBC Bank,bank,56900.0,Bank Transfer,Morogoro,8,1,0,1000,30,1,0
CRDB Bank,bank,8500.0,Airtime/Bundles,Kigoma,7,1,0,1000,26,1,0
TTCL Pesa,mobile,25200.0,Airtime/Bundles,Iringa,10,0,0,200,25,1,0
NMB Bank,bank,16000.0,Bank Transfer,Morogoro,1,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,7100.0,Merchant Payment,Dar es Salaam,3,0,1,1500,46,1,0
AzamPay/Selcom,aggregator,34400.0,Airtime/Bundles,Dodoma,16,0,0,300,21,1,0
Mixx by Yas,mobile,27300.0,Bank Transfer,Iringa,5,0,0,200,18,1,0
Halo-Pesa,mobile,5600.0,Bill Payment,Dodoma,16,0,0,200,22,1,0
Bank Transfers (TIPS/EFT),bank,13500.0,Airtime/Bundles,Zanzibar,9,0,0,1500,47,1,0
Halo-Pesa,mobile,31800.0,Salary Payment,Morogoro,13,1,0,229,26,1,0
NBC Bank,bank,477800.0,Mobile Money Transfer,Dodoma,4,0,0,2102,30,1,0
CRDB Bank,bank,7700.0,Airtime/Bundles,Kigoma,17,1,0,1000,26,1,0
Halo-Pesa,mobile,79100.0,Salary Payment,Kigoma,21,0,0,570,22,1,0
CRDB Bank,bank,76700.0,Merchant Payment,Mbeya,4,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,98200.0,Bill Payment,Morogoro,6,0,0,589,20,1,0
NBC Bank,bank,35500.0,Bill Payment,Dar es Salaam,9,0,1,1000,30,1,0
AzamPay/Selcom,aggregator,72600.0,Salary Payment,Dar es Salaam,12,1,1,436,20,0,0
CRDB Bank,bank,37200.0,Merchant Payment,Mbeya,17,1,0,1000,26,1,0
NMB Bank,bank,14500.0,Airtime/Bundles,Mbeya,20,1,0,1000,27,0,0
Airtel Money,mobile,83100.0,Bank Transfer,Dar es Salaam,15,0,1,582,20,1,0
AzamPay/Selcom,aggregator,43200.0,Mobile Money Transfer,Dodoma,9,0,0,300,21,1,0
Halo-Pesa,mobile,50000.0,Merchant Payment,Tanga,2,0,0,360,23,1,0
NBC Bank,bank,455700.0,Merchant Payment,Kigoma,10,0,0,2005,28,1,0
Mixx by Yas,mobile,15300.0,Merchant Payment,Dar es Salaam,12,1,1,200,22,1,0
NBC Bank,bank,36400.0,Airtime/Bundles,Arusha,5,0,1,1000,28,1,0
NMB Bank,bank,27200.0,Merchant Payment,Iringa,17,1,0,1000,31,1,0
AzamPay/Selcom,aggregator,12800.0,Mobile Money Transfer,Mwanza,11,0,1,300,20,1,0
Airtel Money,mobile,378500.0,Bank Transfer,Arusha,23,0,1,2650,20,1,0
Mixx by Yas,mobile,226300.0,Salary Payment,Mwanza,21,0,1,1539,20,1,0
Airtel Money,mobile,7200.0,Bank Transfer,Morogoro,8,1,0,200,25,0,0
CRDB Bank,bank,14400.0,Airtime/Bundles,Morogoro,20,1,0,1000,25,1,0
CRDB Bank,bank,69800.0,Bank Transfer,Tanga,2,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,52500.0,Bank Transfer,Morogoro,17,1,0,315,26,1,0
Halo-Pesa,mobile,33500.0,Merchant Payment,Tanga,7,1,0,241,22,1,0
Halo-Pesa,mobile,17500.0,Salary Payment,Iringa,0,0,0,200,22,0,0
Halo-Pesa,mobile,9400.0,Merchant Payment,Zanzibar,11,0,0,200,22,1,0
NMB Bank,bank,2300.0,Bank Transfer,Zanzibar,13,1,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,185400.0,Salary Payment,Mbeya,0,0,0,1500,46,1,0
CRDB Bank,bank,23900.0,Bank Transfer,Dar es Salaam,20,1,1,1000,27,1,0
NBC Bank,bank,20600.0,Salary Payment,Iringa,5,0,0,1000,30,1,0
Bank Transfers (TIPS/EFT),bank,114400.0,Salary Payment,Iringa,13,1,0,1500,49,1,0
Halo-Pesa,mobile,5900.0,Bill Payment,Dar es Salaam,7,1,1,200,26,1,0
NBC Bank,bank,64700.0,Merchant Payment,Kigoma,17,1,0,1000,31,1,0
Halo-Pesa,mobile,43400.0,Bill Payment,Iringa,21,0,0,312,24,1,0
TTCL Pesa,mobile,39200.0,Airtime/Bundles,Morogoro,11,0,0,294,26,1,0
NBC Bank,bank,60800.0,Salary Payment,Morogoro,1,0,0,1000,28,1,0
TTCL Pesa,mobile,8400.0,Bank Transfer,Iringa,2,0,0,200,25,1,0
AzamPay/Selcom,aggregator,45100.0,Bank Transfer,Arusha,17,1,1,300,24,1,0
Airtel Money,mobile,25200.0,Airtime/Bundles,Morogoro,14,0,0,200,20,1,0
AzamPay/Selcom,aggregator,106200.0,Merchant Payment,Zanzibar,18,1,0,637,20,1,0
Halo-Pesa,mobile,11400.0,Merchant Payment,Dar es Salaam,22,0,1,200,22,1,0
NMB Bank,bank,317300.0,Merchant Payment,Arusha,10,0,1,1333,27,1,0
CRDB Bank,bank,46600.0,Salary Payment,Dodoma,5,0,0,1000,26,1,0
CRDB Bank,bank,15900.0,Airtime/Bundles,Mbeya,16,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,129100.0,Bank Transfer,Arusha,4,0,1,775,22,1,0
AzamPay/Selcom,aggregator,23300.0,Salary Payment,Morogoro,7,1,0,300,20,1,0
Halo-Pesa,mobile,11100.0,Bank Transfer,Kigoma,3,0,0,200,23,1,0
AzamPay/Selcom,aggregator,36000.0,Bank Transfer,Morogoro,2,0,0,300,20,1,1
AzamPay/Selcom,aggregator,28300.0,Merchant Payment,Dar es Salaam,2,0,1,300,22,1,0
NMB Bank,bank,25200.0,Salary Payment,Iringa,1,0,0,1000,29,1,0
NBC Bank,bank,18000.0,Merchant Payment,Arusha,23,0,1,1000,30,1,1
Airtel Money,mobile,8700.0,Salary Payment,Dodoma,1,0,0,200,21,1,0
Airtel Money,mobile,20800.0,Merchant Payment,Arusha,15,0,1,200,21,0,0
M-PESA,mobile,32400.0,Merchant Payment,Morogoro,4,0,0,214,16,1,0
Airtel Money,mobile,62900.0,Airtime/Bundles,Mwanza,20,1,1,440,24,1,0
M-PESA,mobile,6600.0,Merchant Payment,Tanga,18,1,0,200,22,1,0
Bank Transfers (TIPS/EFT),bank,15900.0,Bank Transfer,Dar es Salaam,11,0,1,1500,47,1,0
NMB Bank,bank,22900.0,Salary Payment,Iringa,3,0,0,1000,28,1,0
AzamPay/Selcom,aggregator,44400.0,Airtime/Bundles,Mbeya,6,0,0,300,22,1,0
NBC Bank,bank,32100.0,Mobile Money Transfer,Kigoma,23,0,0,1000,30,1,0
M-PESA,mobile,33200.0,Merchant Payment,Dar es Salaam,21,0,1,219,15,1,0
Bank Transfers (TIPS/EFT),bank,18900.0,Bill Payment,Dar es Salaam,16,0,1,1500,45,1,0
NMB Bank,bank,27000.0,Bill Payment,Iringa,19,1,0,1000,34,1,0
Bank Transfers (TIPS/EFT),bank,275900.0,Mobile Money Transfer,Tanga,10,0,0,1500,45,1,0
Bank Transfers (TIPS/EFT),bank,78200.0,Mobile Money Transfer,Arusha,23,0,1,1500,46,1,0
M-PESA,mobile,64900.0,Bill Payment,Zanzibar,21,0,0,428,17,1,0
Mixx by Yas,mobile,76000.0,Bank Transfer,Zanzibar,0,0,0,517,18,1,0
Halo-Pesa,mobile,15500.0,Mobile Money Transfer,Arusha,2,0,1,200,23,1,0
TTCL Pesa,mobile,12600.0,Airtime/Bundles,Mbeya,15,0,0,200,24,1,0
Airtel Money,mobile,29300.0,Merchant Payment,Iringa,7,1,0,205,24,1,0
Halo-Pesa,mobile,31900.0,Airtime/Bundles,Dar es Salaam,2,0,1,230,24,1,0
Airtel Money,mobile,21700.0,Airtime/Bundles,Dodoma,6,0,0,200,20,1,0
M-PESA,mobile,60200.0,Mobile Money Transfer,Mwanza,12,1,1,397,19,1,0
Bank Transfers (TIPS/EFT),bank,114300.0,Merchant Payment,Mbeya,11,0,0,1500,45,1,0
Airtel Money,mobile,76900.0,Merchant Payment,Iringa,9,0,0,538,21,1,0
Mixx by Yas,mobile,199400.0,Mobile Money Transfer,Zanzibar,20,1,0,1356,19,1,0
M-PESA,mobile,117100.0,Airtime/Bundles,Iringa,0,0,0,773,17,1,0
AzamPay/Selcom,aggregator,8800.0,Bank Transfer,Zanzibar,10,0,0,300,22,1,0
NBC Bank,bank,16700.0,Salary Payment,Zanzibar,22,0,0,1000,29,1,0
CRDB Bank,bank,40800.0,Mobile Money Transfer,Mwanza,6,0,1,1000,27,1,0
NBC Bank,bank,448600.0,Bank Transfer,Tanga,21,0,0,1974,30,1,0
TTCL Pesa,mobile,9600.0,Bank Transfer,Morogoro,11,0,0,200,25,1,0
M-PESA,mobile,65000.0,Mobile Money Transfer,Mbeya,22,0,0,429,16,1,0
Airtel Money,mobile,8500.0,Bank Transfer,Dar es Salaam,10,0,1,200,21,1,0
NBC Bank,bank,22600.0,Merchant Payment,Zanzibar,17,1,0,1000,28,1,0
TTCL Pesa,mobile,202100.0,Mobile Money Transfer,Zanzibar,14,0,0,1516,26,1,0
M-PESA,mobile,59700.0,Salary Payment,Morogoro,7,1,0,394,21,1,1
Halo-Pesa,mobile,17400.0,Bill Payment,Kigoma,1,0,0,200,24,1,0
Mixx by Yas,mobile,24400.0,Mobile Money Transfer,Arusha,21,0,1,200,18,1,0
Airtel Money,mobile,110200.0,Airtime/Bundles,Mwanza,16,0,1,771,20,1,0
M-PESA,mobile,32400.0,Merchant Payment,Zanzibar,5,0,0,214,17,1,0
TTCL Pesa,mobile,34300.0,Bank Transfer,Mbeya,20,1,0,257,29,1,0
CRDB Bank,bank,15500.0,Salary Payment,Dar es Salaam,13,1,1,1000,29,1,0
TTCL Pesa,mobile,98800.0,Bill Payment,Zanzibar,16,0,0,741,24,1,0
Airtel Money,mobile,19300.0,Merchant Payment,Mwanza,6,0,1,200,21,1,0
TTCL Pesa,mobile,33400.0,Merchant Payment,Tanga,2,0,0,250,24,1,0
NBC Bank,bank,6200.0,Bill Payment,Zanzibar,19,1,0,1000,32,1,0
TTCL Pesa,mobile,26100.0,Merchant Payment,Iringa,17,1,0,200,31,1,0
M-PESA,mobile,11200.0,Mobile Money Transfer,Iringa,22,0,0,200,15,1,0
NBC Bank,bank,29900.0,Merchant Payment,Morogoro,22,0,0,1000,28,1,0
NMB Bank,bank,4500.0,Salary Payment,Dar es Salaam,6,0,1,1000,29,1,0
Airtel Money,mobile,49800.0,Merchant Payment,Kigoma,2,0,0,349,20,1,0
Halo-Pesa,mobile,23500.0,Salary Payment,Kigoma,12,1,0,200,28,1,0
Mixx by Yas,mobile,12400.0,Bank Transfer,Kigoma,8,1,0,200,18,1,0
